-5.748507913637194155e-01,-5.977058481450682470e-02,-3.933423831018004191e-01,-2.070841626395823754e-01,-4.312572986859803947e-01,-1.441208363296805350e-01,-2.596066995160724589e-01,4.697004556760336347e-01,1.311666286657734881e+00,6.734107152437716071e-01,-7.744032753415049930e-01,2.439956710182730193e-01,2.094273787181285817e-01,3.300539466930146326e-01,1.071469593202637183e-01
-7.239036325108549885e-01,3.794118905902788552e-01,1.430214458803137634e-01,1.861921135803383587e+00,2.700867850187112507e-01,-1.441208363296805350e-01,8.667037505010711795e-01,-1.977113040115728859e-01,1.066181461012462306e-01,5.505509058558666347e-01,7.151019215676416296e-01,-3.057448124559424343e-02,4.666816223250314782e-02,3.817271706102938825e-03,2.617433992931924441e-02
2.597000415247186500e-01,-1.556486329937788682e+00,1.378268389411937633e+00,-8.624666777993639233e-01,5.608264671498729426e-01,1.521430649709925920e+00,1.442893805214993552e+00,9.919926752067682874e-02,-1.968790818967651457e-02,8.442954148915676749e-01,2.810012862942867784e-01,1.121021055184887594e-01,-4.703070949048207550e-01,-6.520039787367419570e-02,-1.935300832699045348e-01
-6.485805237121781142e-01,5.443956791692033254e-02,-1.328829027708830379e+00,5.426005864030261083e-01,-1.605532393021178728e-01,7.031246103939777781e-01,1.279743607829815000e+00,3.861427614455352209e-01,1.195704993268324356e+00,-1.931609237579929306e-01,-5.026509330238702056e-01,-1.074614351262886819e-01,2.547712972432735756e-01,-1.235899163781046944e-01,2.206639869828298517e-01
-6.485805237121781142e-01,5.326520075967109413e-01,-1.397894693017069701e+00,4.180137272490039857e-01,8.713017327964796277e-02,3.767209496039582439e-01,1.199222766330766632e+00,3.861427614455352209e-01,1.078768700300205108e+00,-1.931609237579929306e-01,-6.354778942600310954e-01,-3.837432952715302825e-02,1.297423168575229935e-01,-1.813276234118890440e-01,2.730939687555840600e-01
8.530568921468804910e-02,-1.972807007050674910e+00,8.030666455919611701e-01,-6.212393784080763037e-01,-5.464838677769618958e-01,-5.565225578207394497e-01,-1.076673385749430834e+00,-1.530523977428277949e+00,-6.020408078844667887e-01,-7.697820806636609392e-01,1.514998366106610650e+00,2.417756464942615868e-01,-4.891074236642580647e-02,-2.706225602581988077e-01,1.564078452012530873e-01
-3.653087087061100691e-02,3.794118905902788552e-01,1.430214458803137634e-01,1.112522844746242523e+00,-7.272444255866197249e-01,7.031246103939777781e-01,1.589927402196268158e+00,3.078414994446487252e-01,-5.361798683424182643e-01,-7.697820806636609392e-01,-1.071938129775014792e+00,1.109977688588980292e-02,6.691467565724608380e-02,-1.272014612373097431e-01,1.251765994466460252e-01
-2.283434252933571607e-01,3.794118905902788552e-01,-8.701836348898788209e-01,-8.624666777993639233e-01,9.189958810741379880e-01,1.159101112488276852e+00,1.524884894932268864e+00,-5.512991707908563299e-01,-1.485871196151459017e+00,-1.348288108550292907e+00,-5.026509330238702056e-01,-2.974129305915723664e-02,6.933206605885071372e-02,2.313966119107717032e-02,-2.032970378568046133e-01
-7.239036325108549885e-01,3.270062263286073190e-01,-1.397894693017069701e+00,-4.037861426619723804e-01,-3.751694632453327904e-01,3.767209496039582439e-01,-5.018262804966288071e-01,-4.993433078244653989e-01,3.559543287574913895e-01,-1.076666996296866408e-01,-2.620269307014087834e-02,6.811119278076839534e-02,2.001544157949137315e+00,-2.721434691264800268e-02,1.060346254538840072e-01
-4.319636811131379317e-01,2.201285263160251693e-01,-1.714654096986948928e-01,-2.857607412430441737e-02,1.045711195575830699e+00,-1.441208363296805350e-01,9.275696464448163203e-01,-4.213821391998842092e-01,-1.697415116387093414e+00,5.524470032708590078e-02,-1.398270176730116887e+00,6.114155672769424621e-01,1.258736648898162169e-01,4.723827258936984741e+00,-3.356518634608396834e+00
